665.048	352.5000	288.3750	3486.37	
665.048	352.5000	288.3500	3486.37	
665.048	352.5000	288.2750	3486.37	
665.048	352.5000	288.2250	3486.37	
665.049	352.5000	288.1750	3486.36	
665.049	352.5000	288.1000	3486.36	
665.049	352.5000	288.0500	3486.36	
665.049	352.5000	287.9750	3486.36	
665.049	352.5000	287.9250	3486.36	
665.050	352.5000	287.9500	3486.36	
665.050	352.5000	287.9750	3486.36	
665.051	352.5000	288.2000	3486.37	
665.051	352.5000	288.3000	3486.37	
665.051	352.5000	288.4000	3486.37	
665.051	352.5000	288.4500	3486.37	
665.052	352.5000	288.4250	3486.36	
665.052	352.5000	288.3250	3486.36	
665.052	352.5000	288.3000	3486.36	
665.052	352.5000	288.2000	3486.36	
665.053	352.5000	288.1250	3486.36	
665.053	352.5000	288.0500	3486.36	
665.053	352.5000	288.1000	3486.36	
665.054	352.5000	288.2500	3486.37	
665.054	352.5000	288.3000	3486.37	
665.054	352.5000	288.4000	3486.37	
665.054	352.5000	288.4000	3486.37	
665.055	352.5000	288.4000	3486.36	
665.055	352.5000	288.3750	3486.36	
665.055	352.5000	288.2250	3486.36	
665.055	352.5000	288.1750	3486.36	
665.056	352.5000	288.0750	3486.36	
665.056	352.5000	288.0250	3486.36	
665.056	352.5000	288.0500	3486.36	
665.057	352.5000	288.0750	3486.37	
665.057	352.5000	288.1250	3486.37	
665.057	352.5000	288.2750	3486.37	
665.057	352.5000	288.3750	3486.37	
665.058	352.5000	288.3750	3486.36	
665.058	352.5000	288.3750	3486.36	
665.058	352.5000	288.3750	3486.36	
665.058	352.5000	288.3250	3486.36	
665.059	352.5000	288.2000	3486.36	
665.059	352.5000	288.1250	3486.36	
665.059	352.5000	288.0500	3486.36	
666.796	352.4844	289.1250	3485.99	
666.797	352.4844	289.1500	3485.98	
666.797	352.5000	289.0750	3485.98	
666.797	352.4844	289.1250	3485.98	
666.797	352.5000	289.1000	3485.98	
666.798	352.4844	289.0750	3485.98	
666.798	352.4844	289.1250	3485.98	
666.798	352.4844	289.0500	3485.98	
666.798	352.4844	289.0750	3485.98	
666.799	352.4844	289.1500	3485.97	
666.799	352.4844	289.0500	3485.97	
666.799	352.4844	289.2500	3485.99	
666.800	352.4844	289.2500	3485.98	
666.800	352.4844	289.2500	3485.98	
666.800	352.4844	289.2750	3485.98	
666.801	352.4844	289.3750	3485.98	
666.801	352.4844	289.3500	3485.98	
666.801	352.4844	289.2750	3485.98	
666.801	352.4844	289.2750	3485.98	
666.801	352.4844	289.2750	3485.98	
666.802	352.4844	289.2250	3485.97	
666.802	352.4844	289.2250	3485.97	
666.802	352.4844	289.1750	3485.99	
666.803	352.4844	289.1750	3485.98	
666.803	352.4844	289.1000	3485.98	
666.803	352.4844	289.1500	3485.98	
666.804	352.4844	289.0750	3485.98	
666.804	352.4844	289.0750	3485.98	
666.804	352.4844	288.9500	3485.98	
666.804	352.4844	288.9500	3485.98	
666.805	352.4844	289.0000	3485.97	
666.805	352.4844	289.0500	3485.97	
666.805	352.4844	289.0250	3485.97	
666.806	352.4844	289.1500	3485.99	
666.806	352.4844	289.1750	3485.99	
666.806	352.4844	289.3000	3485.99	
666.806	352.4844	289.3000	3485.99	
666.807	352.4844	289.4000	3485.98	
666.807	352.4844	289.4000	3485.98	
666.807	352.4844	289.4250	3485.98	
666.807	352.4844	289.3500	3485.98	
666.808	352.4844	289.2500	3485.97	
666.808	352.4844	289.2250	3485.97	
666.808	352.4844	289.1000	3485.97	
666.809	352.4844	289.1250	3485.99	
666.809	352.4844	289.1500	3485.99	
666.809	352.4844	289.1250	3485.99	
666.809	352.4844	289.1500	3485.99	
666.810	352.4844	289.1500	3485.98	
666.810	352.4844	289.1750	3485.98	
666.810	352.4844	289.2000	3485.98	
666.811	352.4844	289.3750	3485.98	
666.811	352.4844	289.4750	3485.98	
666.811	352.4844	289.3750	3485.98	
666.811	352.4844	289.3750	3485.98	
666.812	352.4844	289.3500	3485.99	
666.812	352.4844	289.3250	3485.99	
666.812	352.4844	289.2500	3485.99	
666.812	352.4844	289.2000	3485.99	
666.813	352.4844	289.0750	3485.98	
666.813	352.4844	289.0000	3485.98	
666.813	352.4844	289.0500	3485.98	
666.814	352.5000	289.0000	3485.98	
666.814	352.5000	288.9500	3485.98	
666.814	352.5000	288.9250	3485.98	
666.814	352.4844	288.9250	3485.98	
666.815	352.4844	289.0750	3485.99	
666.815	352.4844	289.1500	3485.99	
666.815	352.4844	289.2250	3485.99	
666.816	352.4844	289.2250	3485.98	
666.816	352.4844	289.3250	3485.98	
666.816	352.4844	289.3750	3485.98	
666.816	352.4844	289.4500	3485.98	
666.817	352.4844	289.4250	3485.98	
666.817	352.4844	289.4000	3485.98	
666.817	352.4844	289.3250	3485.98	
666.817	352.4844	289.3750	3485.98	
666.818	352.4844	289.3250	3485.99	
666.818	352.4844	289.2000	3485.99	
666.818	352.4844	289.2250	3485.99	
666.819	352.4844	289.2750	3485.98	
666.819	352.4844	289.2250	3485.98	
666.819	352.4844	289.2500	3485.98	
666.819	352.4844	289.1750	3485.98	
666.820	352.5000	289.1500	3485.98	
666.820	352.4844	289.0500	3485.98	
666.820	352.4844	289.0250	3485.98	
666.820	352.4844	289.1250	3485.98	
666.821	352.4844	289.0500	3485.99	
666.821	352.4844	289.0750	3485.99	
666.821	352.4844	288.9500	3485.99	
666.822	352.4844	288.9750	3485.98	
666.822	352.4844	289.0000	3485.98	
666.822	352.4844	289.0250	3485.98	
666.822	352.4844	289.0500	3485.98	
666.823	352.4844	289.0000	3485.98	
666.823	352.4844	288.9750	3485.98	
666.823	352.4844	289.0250	3485.98	
666.824	352.4844	289.0750	3485.97	
666.824	352.4844	289.0500	3485.99	
666.824	352.4844	289.1000	3485.99	
666.824	352.4844	289.1000	3485.99	
666.825	352.4844	289.1750	3485.99	
666.825	352.4844	289.1750	3485.99	
666.825	352.4844	289.2500	3485.99	
666.826	352.4844	289.2500	3485.98	
666.826	352.4844	289.2750	3485.98	
666.826	352.4844	289.3000	3485.98	
666.826	352.4844	289.3750	3485.98	
666.827	352.4844	289.4000	3485.97	
666.827	352.4844	289.4500	3485.99	
666.827	352.4844	289.3250	3485.99	
666.828	352.4844	289.3750	3485.99	
666.828	352.4844	289.3750	3485.99	
666.828	352.4844	289.3500	3485.99	
666.828	352.4844	289.3000	3485.99	
666.829	352.4844	289.2500	3485.98	
666.829	352.4844	289.2250	3485.98	
666.829	352.4844	289.1250	3485.98	
666.829	352.4844	289.1000	3485.98	
666.830	352.4844	289.0250	3485.98	
666.830	352.4844	289.0750	3485.99	
666.830	352.4844	289.0750	3485.99	
666.831	352.4844	289.2250	3485.99	
666.831	352.4844	289.2750	3485.99	
666.831	352.4844	289.3750	3485.99	
666.831	352.4844	289.4500	3485.99	
666.832	352.4844	289.4750	3485.98	
666.832	352.4844	289.5500	3485.98	
666.832	352.4844	289.5250	3485.98	
666.832	352.4844	289.5000	3485.98	
666.833	352.4844	289.4250	3485.98	
666.833	352.4844	289.1750	3485.99	
666.834	352.4844	289.1000	3485.99	
666.834	352.4844	289.1250	3485.99	
666.834	352.4844	289.0500	3485.99	
666.834	352.4844	289.0250	3485.99	
666.834	352.4844	289.1250	3485.99	
666.835	352.4844	289.1500	3485.98	
666.835	352.4844	289.1750	3485.98	
666.835	352.4844	289.2750	3485.98	
666.836	352.4844	289.4000	3485.98	
666.836	352.4844	289.4000	3485.98	
666.836	352.4844	289.4500	3485.99	
666.837	352.4844	289.3750	3485.99	
666.837	352.4844	289.2750	3485.99	
666.837	352.4844	289.2000	3485.99	
666.837	352.4844	289.0500	3485.99	
666.838	352.4844	289.0500	3485.98	
666.838	352.4844	288.9750	3485.98	
666.838	352.4844	289.1000	3485.98	
666.838	352.4844	289.0750	3485.98	
666.839	352.4844	289.1500	3485.98	
666.839	352.4844	289.2500	3485.98	
666.839	352.4844	289.4250	3485.99	
666.840	352.4844	289.4250	3485.99	
666.840	352.4844	289.3750	3485.99	
666.840	352.4844	289.4000	3485.99	
666.840	352.4844	289.3500	3485.99	
666.841	352.4844	289.3500	3485.98	
666.841	352.4844	289.3000	3485.98	
666.841	352.5000	289.2250	3485.98	
666.841	352.4844	289.1000	3485.98	
666.842	352.4844	289.0750	3485.98	
666.842	352.4844	289.1500	3485.98	
666.842	352.4844	289.1750	3486.00	
666.843	352.4844	289.2000	3485.99	
666.843	352.4844	289.1500	3485.99	
666.843	352.4844	289.2000	3485.99	
666.844	352.4844	289.2500	3485.98	
666.844	352.4844	289.2500	3485.98	
666.844	352.4844	289.3000	3485.98	
666.844	352.4844	289.3750	3485.98	
666.844	352.4844	289.4250	3485.98	
666.845	352.4844	289.4750	3485.98	
666.845	352.4844	289.4750	3485.98	
666.846	352.4844	289.4750	3485.99	
666.846	352.4844	289.5000	3485.99	
666.846	352.4844	289.4500	3485.99	
666.846	352.4844	289.4500	3485.99	
666.847	352.4844	289.4000	3485.99	
666.847	352.4844	289.3500	3485.99	
666.847	352.4844	289.3500	3485.99	
666.847	352.4844	289.3750	3485.99	
666.848	352.4844	289.3500	3485.98	
666.848	352.4844	289.3250	3485.98	
666.848	352.4844	289.3000	3485.98	
666.849	352.4844	289.3500	3485.99	
666.849	352.4844	289.3500	3485.99	
666.849	352.4844	289.3000	3485.99	
666.849	352.4844	289.2750	3485.99	
666.850	352.4844	289.3250	3485.99	
666.850	352.4844	289.2500	3485.99	
666.850	352.4844	289.2250	3485.99	
666.850	352.4844	289.2500	3485.99	
666.851	352.4844	289.3000	3485.98	
666.851	352.4844	289.2750	3485.98	
666.851	352.4844	289.2500	3485.98	
666.852	352.4844	289.3500	3485.99	
666.852	352.4844	289.4500	3485.99	
666.852	352.4844	289.4500	3485.99	
666.852	352.4844	289.3750	3485.99	
666.853	352.4844	289.4500	3485.99	
666.853	352.4844	289.5250	3485.99	
666.853	352.4844	289.5500	3485.99	
666.853	352.4844	289.5000	3485.99	
666.854	352.4844	289.5250	3485.98	
666.854	352.4844	289.4500	3485.98	
666.854	352.4844	289.3750	3485.98	
666.855	352.4844	289.4500	3485.99	
666.855	352.4844	289.4250	3485.99	
666.855	352.4844	289.3500	3485.99	
666.855	352.4844	289.3500	3485.99	
666.856	352.4844	289.3250	3485.99	
666.856	352.4844	289.3000	3485.99	
666.856	352.4844	289.2250	3485.99	
666.857	352.4844	289.2250	3485.98	
666.857	352.4844	289.2250	3485.98	
666.857	352.4844	289.2000	3485.98	
666.857	352.4844	289.1000	3485.98	
666.858	352.4844	289.0750	3485.99	
666.858	352.4844	289.1750	3485.99	
666.858	352.4844	289.3000	3485.99	
666.859	352.4844	289.3750	3485.99	
666.859	352.4844	289.4750	3485.99	
666.859	352.4844	289.5000	3485.99	
666.859	352.4844	289.5250	3485.99	
666.860	352.4844	289.5000	3485.98	
666.860	352.4844	289.4750	3485.98	
666.860	352.4844	289.3750	3485.98	
666.860	352.4844	289.3500	3485.98	
666.861	352.4844	289.1000	3485.99	
666.861	352.4844	289.0250	3485.99	
666.861	352.4844	289.0250	3485.99	
666.862	352.4844	288.9750	3485.99	
666.862	352.4844	288.9750	3485.99	
666.862	352.4844	289.0750	3485.99	
666.862	352.4844	289.2500	3485.99	
666.863	352.4844	289.3500	3485.98	
666.863	352.4844	289.4000	3485.98	
666.863	352.4844	289.3500	3485.98	
666.863	352.4844	289.4250	3485.98	
666.864	352.4844	289.3000	3486.00	
666.864	352.4844	289.2500	3486.00	
666.864	352.4844	289.1500	3486.00	
666.865	352.4844	289.1500	3485.99	
666.865	352.4844	289.1000	3485.99	
666.865	352.4844	289.0500	3485.99	
666.865	352.4844	289.0500	3485.99	
666.866	352.4844	289.1500	3485.99	
666.866	352.4844	289.1750	3485.99	
666.866	352.4844	289.2000	3485.99	
666.867	352.4844	289.3500	3485.98	
666.867	352.4844	289.3750	3486.00	
666.867	352.4844	289.3750	3486.00	
666.867	352.4844	289.4000	3486.00	
666.868	352.4844	289.4000	3485.99	
666.868	352.4844	289.3500	3485.99	
666.868	352.4844	289.3000	3485.99	
666.869	352.4844	289.2500	3485.99	
666.869	352.4844	289.1750	3485.99	
666.869	352.4844	289.1250	3485.99	
666.869	352.5000	289.1000	3485.99	
666.870	352.4844	289.0750	3485.98	
666.870	352.4844	289.0750	3486.00	
666.870	352.4844	289.1500	3486.00	
666.871	352.4844	289.2500	3485.99	
666.871	352.4844	289.3000	3485.99	
666.871	352.4844	289.3750	3485.99	
666.871	352.4844	289.4500	3485.99	
666.872	352.4844	289.3750	3485.99	
666.872	352.4844	289.4500	3485.99	
666.872	352.4844	289.4500	3485.99	
666.872	352.4844	289.4250	3485.99	
666.873	352.4844	289.4500	3485.98	
666.873	352.4844	289.3500	3486.00	
666.873	352.4844	289.3750	3486.00	
666.874	352.4844	289.3750	3485.99	
666.874	352.4844	289.3250	3485.99	
