time,program_time,vert_angle,azimuth,distance,board2_temp,ax,ay,az,temperture,points,frequency(khz),program_frequency
15:12:57.21,110.866,-15,326.14,0.13,0.00,0.213453,0.010605,0.981496,47.53,16128,14.33,0.89
15:13:03.83,117.470,-15,352.88,0.09,0.00,0.21516,0.013688,0.981773,47.75,16128,4.90,0.30
15:13:06.36,120.007,-15,350.73,0.12,0.00,0.211633,0.011914,0.983195,47.53,16128,11.60,0.72
15:13:11.89,125.534,-15,214.31,0.90,0.00,0.21343,0.009121,0.981543,47.42,16128,2.92,0.18
15:13:21.17,134.818,-15,310.45,0.02,0.00,0.214617,0.012879,0.983465,47.42,16128,2.36,0.15
15:13:21.75,135.397,-15,343.52,0.04,0.00,0.214801,0.014879,0.983418,47.86,16128,27.84,1.73
15:13:27.36,141.012,-15,1.65,0.00,0.00,0.213777,0.014105,0.982559,47.31,16128,10.09,0.63
15:13:32.61,146.256,-15,149.60,0.91,0.00,0.214094,0.011902,0.982688,47.64,16128,6.46,0.40
15:13:37.73,151.378,-15,82.64,2.26,45.98,0.214875,0.01234,0.980352,47.75,16128,4.51,0.28
15:13:43.85,157.492,-15,30.65,0.08,45.98,0.213281,0.011797,0.984551,47.31,16128,3.73,0.23
15:14:17.85,191.505,-15,74.43,1.28,45.98,0.213977,0.010863,0.98266,47.42,16128,0.47,0.03
15:14:17.85,191.505,1,74.43,9.02,45.98,0.213977,0.010863,0.98266,47.42,16128,0.47,0.03
15:14:17.85,191.505,-13,74.43,1.27,45.98,0.213977,0.010863,0.98266,47.42,16128,0.47,0.03
15:14:17.85,191.505,3,74.43,3.54,45.98,0.213977,0.010863,0.98266,47.42,16128,0.47,0.03
15:14:17.85,191.505,-11,74.43,1.25,45.98,0.213977,0.010863,0.98266,47.42,16128,0.47,0.03
15:14:17.85,191.505,5,74.43,8.96,45.98,0.213977,0.010863,0.98266,47.42,16128,0.47,0.03
15:14:17.85,191.505,-9,74.43,1.55,45.98,0.213977,0.010863,0.98266,47.42,16128,0.47,0.03
15:14:22.13,195.776,-15,233.64,0.87,45.98,0.212961,0.01182,0.982684,47.31,16128,5.94,0.37
15:14:26.85,200.501,-15,59.40,0.00,45.98,0.215324,0.011934,0.982641,47.31,16128,4.38,0.27
15:14:39.38,213.026,-15,199.17,0.90,45.98,0.215785,0.009004,0.981895,47.53,16128,1.60,0.10
15:14:39.38,213.026,1,199.17,70.71,45.98,0.215785,0.009004,0.981895,47.53,16128,1.60,0.10
15:14:42.09,215.739,-15,166.80,0.87,45.98,0.213391,0.011527,0.982574,47.31,16128,12.46,0.77
15:14:50.23,223.879,-15,272.83,0.71,45.98,0.214027,0.011113,0.981793,47.53,16128,1.98,0.12
15:14:52.47,226.114,-15,59.59,0.00,45.98,0.213516,0.010168,0.981918,47.53,16128,7.22,0.45
15:14:57.27,230.918,-15,256.97,0.84,45.98,0.213328,0.011895,0.982227,47.53,16128,10.06,0.62
15:15:02.37,236.020,-15,175.31,0.88,45.98,0.212117,0.011254,0.98168,47.64,16128,9.82,0.61
15:15:06.83,240.473,-15,300.89,0.00,45.98,0.212719,0.012215,0.981777,47.75,16128,5.49,0.34
15:15:47.52,281.161,-15,120.77,1.45,45.98,0.214297,0.011535,0.981867,47.53,16128,0.41,0.03
15:15:47.52,281.161,1,120.77,7.60,45.98,0.214297,0.011535,0.981867,47.53,16128,0.41,0.03
15:15:47.52,281.161,-13,120.77,1.88,45.98,0.214297,0.011535,0.981867,47.53,16128,0.41,0.03
15:15:47.52,281.161,3,120.77,14.38,45.98,0.214297,0.011535,0.981867,47.53,16128,0.41,0.03
15:15:47.52,281.161,-11,120.77,3.26,45.98,0.214297,0.011535,0.981867,47.53,16128,0.41,0.03
15:15:47.52,281.161,5,120.77,14.26,45.98,0.214297,0.011535,0.981867,47.53,16128,0.41,0.03
15:15:47.52,281.161,-9,120.77,6.55,45.98,0.214297,0.011535,0.981867,47.53,16128,0.41,0.03
15:15:47.52,281.161,7,120.77,12.89,45.98,0.214297,0.011535,0.981867,47.53,16128,0.41,0.03
15:15:54.43,288.076,-15,304.82,0.00,45.98,0.212961,0.01102,0.983273,47.2,16128,4.74,0.29
15:15:56.46,290.105,-15,195.48,0.90,45.98,0.212703,0.011777,0.981328,47.64,16128,18.28,1.13
15:16:01.47,295.117,-15,74.06,1.26,45.68,0.212816,0.008988,0.980328,47.2,16128,12.12,0.75
15:16:10.39,304.038,-15,69.39,1.18,45.68,0.213703,0.010465,0.982559,47.75,16128,2.57,0.16
15:16:12.31,305.961,-15,61.83,0.00,45.68,0.214242,0.011238,0.982605,47.42,16128,8.39,0.52
15:16:21.57,315.222,-15,27.98,0.12,45.68,0.213922,0.011613,0.981789,47.75,16128,2.31,0.14
15:16:21.57,315.222,1,27.98,0.06,45.68,0.213922,0.011613,0.981789,47.75,16128,2.31,0.14
15:16:28.35,321.992,-15,202.82,0.90,45.68,0.213789,0.011777,0.983668,47.09,16128,4.91,0.30
15:16:31.43,325.073,-15,269.91,0.77,45.68,0.21327,0.012754,0.981781,47.42,16128,11.11,0.69
15:16:36.91,330.552,-15,22.81,0.10,45.68,0.212633,0.011676,0.982547,47.42,16128,6.39,0.40
15:16:42.02,335.670,-15,279.41,0.72,45.62,0.212605,0.011801,0.982285,47.53,16128,10.65,0.66
