6.916, 17:2:42,0.09277, -0.02271, 1.14404, 30.15
16.918, 17:2:52,0.09912, -0.02222, 1.14673, 30.43
26.920, 17:3:2,0.09595, -0.02661, 1.15405, 30.62
36.922, 17:3:12,0.09912, -0.02197, 1.13965, 30.71
46.923, 17:3:22,0.09009, -0.02661, 1.14722, 30.76
56.925, 17:3:32,0.20679, -0.86255, 0.62817, 30.71
66.926, 17:3:42,0.07935, -0.07983, 1.14526, 30.90
76.928, 17:3:52,0.10156, -0.02002, 1.15649, 30.85
86.930, 17:4:2,0.09644, -0.01660, 1.14648, 31.00
96.931, 17:4:12,0.09497, -0.02441, 1.15527, 31.00
106.933, 17:4:22,0.09229, -0.02100, 1.14990, 31.00
116.934, 17:4:32,0.09033, -0.02490, 1.14307, 31.09
126.949, 17:4:42,0.09961, -0.01929, 1.14404, 31.00
136.951, 17:4:52,0.10742, -0.02026, 1.14722, 31.09
146.952, 17:5:2,0.09790, -0.02148, 1.14795, 31.14
156.954, 17:5:12,-0.72095, 0.22119, 0.87329, 31.09
166.955, 17:5:22,-0.43237, 0.82666, 0.37354, 31.09
176.957, 17:5:32,0.43384, 0.75537, 0.43115, 31.18
186.959, 17:5:42,-0.54932, -0.36694, 0.45410, 31.23
196.960, 17:5:52,-0.34082, -0.06714, 0.78076, 31.28
206.962, 17:6:2,-0.11133, 0.28735, 1.08911, 31.23
216.963, 17:6:12,0.45801, 0.03491, 1.19580, 31.14
226.965, 17:6:22,0.09912, 0.00171, 1.14062, 31.28
236.967, 17:6:32,0.09644, 0.00000, 1.14600, 31.18
246.975, 17:6:42,0.06836, -0.00781, 1.14941, 31.28
256.977, 17:6:52,0.06616, -0.00342, 1.14307, 31.32
266.979, 17:7:2,0.06738, -0.00879, 1.14648, 31.23
276.980, 17:7:12,0.06763, -0.01172, 1.15308, 31.28
286.982, 17:7:22,0.05908, -0.00488, 1.14819, 31.42
296.983, 17:7:32,0.06738, -0.00220, 1.14258, 31.37
306.985, 17:7:43,0.06519, 0.00146, 1.14551, 31.37
316.987, 17:7:53,0.06543, -0.00269, 1.14844, 31.42
326.988, 17:8:3,0.06909, -0.00537, 1.15967, 31.42
336.990, 17:8:13,0.05859, -0.00244, 1.14746, 31.28
346.991, 17:8:23,0.06104, -0.00659, 1.14771, 31.37
356.993, 17:8:33,0.06323, -0.00854, 1.15527, 31.42
367.002, 17:8:43,0.06421, -0.01147, 1.15137, 31.28
377.003, 17:8:53,0.06152, -0.00513, 1.15308, 31.28
387.005, 17:9:3,0.06885, -0.00488, 1.15088, 31.32
397.006, 17:9:13,0.06201, -0.00830, 1.14893, 31.28
407.008, 17:9:23,0.06543, -0.00391, 1.15308, 31.28
417.010, 17:9:33,0.06372, -0.00391, 1.14575, 31.28
427.011, 17:9:43,0.06128, -0.00488, 1.15479, 31.37
437.013, 17:9:53,0.06567, -0.00488, 1.15454, 31.32
447.014, 17:10:3,0.06128, -0.00317, 1.14648, 31.28
457.016, 17:10:13,0.06274, -0.00464, 1.15381, 31.23
467.018, 17:10:23,0.06055, -0.00391, 1.14844, 31.32
477.019, 17:10:33,0.06714, -0.00537, 1.14722, 31.18
487.028, 17:10:43,0.06421, -0.00537, 1.15698, 31.23
497.029, 17:10:53,0.06738, -0.01147, 1.15771, 31.18
507.031, 17:11:3,0.06787, -0.01294, 1.14478, 31.18
517.033, 17:11:13,0.06812, -0.00439, 1.14575, 31.23
527.034, 17:11:23,0.06250, -0.01025, 1.14648, 31.14
537.036, 17:11:33,0.06030, -0.00708, 1.14941, 31.18
547.037, 17:11:43,0.06445, -0.00781, 1.14746, 31.14
557.039, 17:11:53,0.06006, -0.00854, 1.14893, 31.18
567.041, 17:12:3,0.06079, -0.00732, 1.15259, 31.09
577.042, 17:12:13,0.06836, -0.00757, 1.15601, 31.09
587.044, 17:12:23,0.06128, -0.00195, 1.15381, 31.09
597.045, 17:12:33,0.06567, -0.00464, 1.15747, 31.14
607.054, 17:12:43,0.06079, -0.00317, 1.15088, 31.14
617.056, 17:12:53,0.06665, -0.00464, 1.15723, 31.14
627.057, 17:13:3,0.06177, -0.00269, 1.14868, 31.00
637.059, 17:13:13,0.06689, -0.00513, 1.14380, 31.04
