0.000, 10:23:27,-0.08350, -0.21729, 1.12646, 28.22
7.084, 10:23:28,-0.08154, -0.17310, 1.13989, 28.31
8.086, 10:23:29,-0.12134, -0.04932, 1.11646, 28.36
9.088, 10:23:30,-0.13062, -0.10010, 1.10767, 28.31
10.089, 10:23:31,0.09766, -0.50757, 1.03271, 28.41
11.091, 10:23:32,0.08179, -0.03369, 1.14575, 28.41
12.092, 10:23:33,0.06958, -0.03247, 1.14941, 28.36
13.094, 10:23:34,0.04565, -0.02979, 1.18921, 28.55
14.096, 10:23:35,0.05566, -0.02808, 1.15039, 28.45
15.097, 10:23:36,0.05737, -0.03198, 1.15771, 28.55
16.099, 10:23:37,0.06177, -0.03198, 1.14917, 28.45
17.100, 10:23:38,0.05542, -0.03052, 1.13550, 28.50
18.102, 10:23:39,0.05688, -0.03369, 1.15015, 28.41
19.104, 10:23:40,0.05249, -0.03052, 1.14771, 28.50
20.105, 10:23:41,0.05444, -0.03101, 1.14429, 28.41
21.107, 10:23:42,0.04956, -0.03247, 1.15137, 28.45
22.108, 10:23:43,0.05518, -0.02539, 1.15039, 28.55
23.110, 10:23:44,0.05835, -0.02710, 1.14575, 28.55
24.111, 10:23:45,0.05566, -0.03101, 1.14697, 28.55
25.113, 10:23:46,0.05591, -0.03320, 1.14624, 28.50
26.115, 10:23:47,0.04810, -0.02954, 1.15308, 28.36
27.116, 10:23:48,0.05713, -0.03076, 1.14746, 28.64
28.118, 10:23:49,0.05371, -0.03101, 1.14990, 28.55
29.119, 10:23:50,0.05859, -0.03589, 1.15039, 28.55
30.121, 10:23:51,0.05957, -0.03711, 1.15356, 28.55
31.123, 10:23:52,0.05713, -0.03125, 1.14087, 28.50
32.124, 10:23:53,0.05542, -0.03418, 1.14551, 28.41
33.126, 10:23:54,0.05566, -0.03394, 1.15063, 28.55
34.127, 10:23:55,0.05713, -0.03101, 1.15796, 28.60
35.129, 10:23:56,0.04980, -0.02515, 1.15259, 28.55
36.131, 10:23:57,0.05249, -0.03198, 1.15234, 28.64
37.132, 10:23:58,0.05371, -0.02905, 1.15405, 28.50
38.134, 10:23:59,0.05664, -0.03052, 1.16357, 28.50
39.135, 10:24:0,0.05957, -0.02881, 1.15356, 28.55
40.137, 10:24:1,0.05493, -0.03540, 1.14282, 28.55
41.139, 10:24:2,0.05322, -0.02539, 1.14502, 28.45
42.140, 10:24:3,0.05737, -0.03467, 1.14111, 28.50
43.142, 10:24:4,0.05444, -0.03345, 1.14771, 28.60
44.143, 10:24:5,0.05444, -0.02686, 1.14429, 28.60
45.145, 10:24:6,0.05420, -0.03271, 1.15088, 28.55
46.146, 10:24:7,0.05396, -0.02832, 1.15015, 28.64
47.148, 10:24:8,0.05566, -0.03198, 1.15063, 28.55
48.150, 10:24:9,0.05713, -0.03467, 1.15503, 28.60
