0.000, 18:31:57,0.05713, -0.02319, 1.14746, 26.76
7.088, 18:32:27,0.06128, -0.02539, 1.15332, 27.28
37.392, 18:32:57,0.06079, -0.02563, 1.15112, 27.28
67.697, 18:33:28,0.06201, -0.03027, 1.14868, 27.28
98.001, 18:33:58,0.05835, -0.02246, 1.14697, 27.32
128.545, 18:34:28,0.05713, -0.02319, 1.15601, 27.32
158.849, 18:34:59,0.05786, -0.02368, 1.15186, 27.32
189.154, 18:35:29,0.04932, -0.02661, 1.14282, 27.32
219.459, 18:35:59,0.06055, -0.02905, 1.14331, 27.47
249.797, 18:36:30,0.06299, -0.02271, 1.15698, 27.37
280.102, 18:37:0,0.05640, -0.02588, 1.15723, 27.32
310.406, 18:37:30,0.05542, -0.02979, 1.14819, 27.42
340.711, 18:38:0,0.05811, -0.02441, 1.14331, 27.47
371.048, 18:38:30,0.05469, -0.02490, 1.15576, 27.47
401.352, 18:39:1,0.05713, -0.02588, 1.15356, 27.65
431.657, 18:39:31,0.05664, -0.02271, 1.15430, 27.65
461.961, 18:40:1,0.05542, -0.02832, 1.14600, 27.80
492.297, 18:40:32,0.05786, -0.02271, 1.14771, 27.70
522.601, 18:41:2,0.05493, -0.02393, 1.15308, 27.75
552.906, 18:41:32,0.05859, -0.02588, 1.15210, 27.89
583.211, 18:42:3,0.05225, -0.02612, 1.15430, 27.84
613.550, 18:42:33,0.06006, -0.02515, 1.15137, 27.89
643.855, 18:43:3,0.06152, -0.02515, 1.15527, 27.89
674.160, 18:43:33,0.05054, -0.02417, 1.14771, 27.94
704.464, 18:44:4,0.05835, -0.02832, 1.15332, 27.98
734.800, 18:44:34,0.06250, -0.02539, 1.15723, 28.03
765.104, 18:45:4,0.05396, -0.02661, 1.14819, 28.17
795.409, 18:45:35,0.05176, -0.02637, 1.16211, 28.17
825.713, 18:46:5,0.06396, -0.02563, 1.14917, 28.17
856.049, 18:46:35,0.04932, -0.02637, 1.15674, 28.08
886.354, 18:47:6,0.05737, -0.02197, 1.14941, 28.27
916.659, 18:47:36,0.05493, -0.02173, 1.14429, 28.22
946.963, 18:48:6,0.06299, -0.02930, 1.14551, 28.36
977.300, 18:48:36,0.05029, -0.02856, 1.14771, 28.36
1007.605, 18:49:7,0.05566, -0.02515, 1.14551, 28.36
1037.909, 18:49:37,0.05884, -0.02368, 1.14990, 28.55
1068.214, 18:50:7,0.05908, -0.03027, 1.14917, 28.36
1098.549, 18:50:38,0.06128, -0.02173, 1.15381, 28.50
1128.854, 18:51:8,0.05640, -0.02075, 1.15088, 28.45
1159.158, 18:51:38,0.06396, -0.02271, 1.15723, 28.64
1189.463, 18:52:10,0.06128, -0.03027, 1.15576, 28.55
1219.800, 18:52:40,0.05884, -0.02100, 1.13892, 28.60
1250.104, 18:53:10,0.05493, -0.02100, 1.15601, 28.60
1280.409, 18:53:40,0.06055, -0.02539, 1.15405, 28.64
1310.714, 18:54:11,0.05371, -0.02246, 1.14917, 28.69
1341.049, 18:54:41,0.05176, -0.02393, 1.15161, 28.69
1371.354, 18:55:11,0.05591, -0.02441, 1.16016, 28.69
1401.658, 18:55:42,0.05371, -0.02368, 1.15186, 28.74
1431.963, 18:56:12,0.05884, -0.02930, 1.15430, 28.78
1462.299, 18:56:42,0.05347, -0.03052, 1.15112, 28.83
1492.604, 18:57:13,0.05298, -0.03271, 1.13770, 28.83
1522.909, 18:57:43,0.05859, -0.02686, 1.15698, 28.83
1553.213, 18:58:13,0.05835, -0.02930, 1.15405, 28.92
1583.550, 18:58:43,0.05420, -0.02637, 1.14941, 28.92
1613.855, 18:59:14,0.05811, -0.02783, 1.14233, 28.92
1644.159, 18:59:44,0.05933, -0.02979, 1.15112, 28.92
1674.464, 19:0:14,0.06177, -0.02515, 1.14185, 28.97
1704.799, 19:0:45,0.05420, -0.02759, 1.15234, 29.11
1735.104, 19:1:15,0.05347, -0.02686, 1.15039, 29.02
1765.409, 19:1:45,0.05591, -0.03052, 1.15308, 29.02
1795.713, 19:2:16,0.05981, -0.02710, 1.15308, 29.07
1826.050, 19:2:46,0.05273, -0.02246, 1.14575, 29.02
1856.355, 19:3:16,0.05566, -0.02344, 1.15356, 29.11
1886.660, 19:3:46,0.05640, -0.02661, 1.15601, 29.16
1916.964, 19:4:17,0.05591, -0.02686, 1.14868, 29.11
1947.300, 19:4:47,0.05249, -0.02417, 1.15210, 29.11
1977.604, 19:5:17,0.05396, -0.02271, 1.14795, 29.11
2007.909, 19:5:48,0.05957, -0.01636, 1.15332, 29.25
2038.214, 19:6:18,0.05273, -0.02515, 1.15405, 29.25
2068.554, 19:6:48,0.05420, -0.01978, 1.15479, 29.16
2098.858, 19:7:19,0.05298, -0.02979, 1.14746, 29.16
2129.163, 19:7:49,0.05737, -0.02490, 1.15186, 29.30
2159.467, 19:8:19,0.05908, -0.02124, 1.15479, 29.30
2189.803, 19:8:49,0.05664, -0.02344, 1.16016, 29.30
2220.108, 19:9:20,0.05859, -0.02124, 1.15283, 29.25
2250.412, 19:9:50,0.05859, -0.02002, 1.14697, 29.35
2280.717, 19:10:20,0.06348, -0.02856, 1.14648, 29.35
2311.053, 19:10:51,0.05981, -0.02612, 1.15161, 29.30
