quat	0.92	-0.02	0.00	-0.40		-34	-484	16578	-9	-19	21

quat	0.92	-0.02	0.00	-0.40		-182	-404	16616	6	-36	5

quat	0.92	-0.02	0.00	-0.40		78	-392	16612	-2	-29	-17

quat	0.92	-0.02	0.00	-0.40		54	-284	16374	-33	-19	-13

quat	0.92	-0.02	0.00	-0.40		298	-414	16364	-4	8	-16

quat	0.92	-0.02	0.00	-0.40		440	-442	16484	-5	8	-5

quat	0.92	-0.02	0.00	-0.40		340	-534	16440	-4	-19	12

quat	0.92	-0.02	0.00	-0.40		264	-564	16458	-12	-24	18

quat	0.92	-0.02	0.00	-0.40		262	-586	16358	-17	-7	15

quat	0.92	-0.02	0.00	-0.40		136	-612	16382	-10	17	-3

quat	0.92	-0.02	0.00	-0.40		386	-632	16540	4	21	-22

quat	0.92	-0.02	0.00	-0.40		434	-700	16408	-24	0	-5

quat	0.92	-0.02	0.00	-0.40		204	-748	16312	-15	-5	17

quat	0.92	-0.02	0.00	-0.40		14	-756	16348	-21	-4	21

quat	0.92	-0.02	0.00	-0.40		-6	-690	16344	-19	0	5

quat	0.92	-0.02	0.00	-0.40		78	-612	16470	-3	-2	-6

quat	0.92	-0.02	0.00	-0.40		74	-484	16520	-1	-9	1

quat	0.92	-0.02	0.00	-0.40		-42	-400	16610	17	-23	5

quat	0.92	-0.02	0.00	-0.40		84	-324	16630	22	-41	-8

quat	0.92	-0.02	0.00	-0.40		192	-372	16530	5	-40	-6

quat	0.92	-0.02	0.00	-0.40		242	-558	16314	-7	-17	-21

quat	0.92	-0.02	0.00	-0.40		452	-544	16378	3	2	-28

quat	0.92	-0.02	0.00	-0.40		536	-468	16224	-8	18	-15

quat	0.92	-0.02	0.00	-0.40		424	-392	16240	-12	24	13

quat	0.92	-0.02	0.00	-0.40		178	-564	16410	-5	24	35

quat	0.92	-0.02	0.00	-0.40		-110	-566	16558	7	-1	25

quat	0.92	-0.02	0.00	-0.40		-66	-522	16464	9	-8	1

quat	0.92	-0.02	0.00	-0.40		-4	-458	16492	18	-2	-17

