ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.85	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.85	4.03	-0.57
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.57
ypr	80.84	4.03	-0.57
ypr	80.84	4.03	-0.57
ypr	80.84	4.03	-0.57
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.57
ypr	80.84	4.03	-0.57
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.57
ypr	80.84	4.03	-0.57
ypr	80.85	4.03	-0.56
ypr	80.85	4.03	-0.57
ypr	80.85	4.03	-0.57
ypr	80.84	4.03	-0.56
ypr	80.85	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.57
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.04	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.56
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.56
ypr	80.84	4.04	-0.56
ypr	80.84	4.04	-0.56
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.56
ypr	80.84	4.04	-0.56
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.56
ypr	80.84	4.04	-0.56
ypr	80.84	4.03	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.56
ypr	80.84	4.04	-0.56
ypr	80.84	4.04	-0.56
ypr	80.84	4.04	-0.56
ypr	80.84	4.04	-0.56
ypr	80.84	4.03	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.56
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.03	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.55
ypr	80.84	4.05	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.55
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.04	-0.53
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.04	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.55
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.53
ypr	80.84	4.03	-0.53
ypr	80.84	4.02	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.53
ypr	80.84	4.03	-0.53
ypr	80.84	4.02	-0.54
ypr	80.84	4.03	-0.53
ypr	80.84	4.03	-0.53
ypr	80.84	4.02	-0.54
ypr	80.84	4.02	-0.54
ypr	80.84	4.02	-0.54
ypr	80.84	4.02	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.53
ypr	80.84	4.03	-0.53
ypr	80.84	4.03	-0.53
ypr	80.84	4.03	-0.53
ypr	80.84	4.03	-0.53
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.84	4.03	-0.54
ypr	80.80	4.05	-0.46
ypr	80.69	4.00	-0.56
ypr	80.66	4.00	-0.59
ypr	80.65	4.02	-0.53
ypr	80.56	4.03	-0.48
ypr	80.56	3.98	-0.62
ypr	80.58	3.98	-0.62
ypr	80.59	4.01	-0.56
ypr	80.60	3.97	-0.62
ypr	80.62	3.98	-0.61
ypr	80.61	3.98	-0.61
ypr	80.61	3.98	-0.62
ypr	80.61	3.98	-0.62
