359.1094	118.4	3246.94	9999.0
237.276	1.0625	118.525	3246.93
237.276	3.1406	118.425	3246.93
237.276	5.0938	117.875	3246.93
237.276	7.1406	119.2	3246.93
237.277	9.0781	119.25	3246.91
237.277	11.125	119.925	3246.91
237.277	13.1094	121.125	3246.91
237.277	15.1094	122.6	3246.91
237.278	23.9375	0.0	3246.9
237.278	18.4844	278.975	3246.9
237.278	22.4688	281.375	3246.95
237.279	24.4688	291.175	3246.93
237.279	26.4375	299.45	3246.93
237.279	28.4688	307.325	3246.93
237.279	30.4531	312.85	3246.93
237.28	32.4375	309.8	3246.92
237.28	34.4219	340.25	3246.92
237.28	36.3906	338.7	3246.92
237.281	38.4062	348.025	3246.91
237.281	40.375	359.925	3246.91
237.281	42.375	374.225	3246.91
237.282	47.5781	90.175	3246.94
237.282	49.7344	86.075	3246.94
237.282	51.7969	79.9	3246.94
237.282	53.7812	79.0	3246.94
237.283	55.8281	75.525	3246.92
237.283	58.0938	72.85	3246.92
237.283	60.1562	70.125	3246.92
237.283	62.0938	67.225	3246.92
237.284	64.2656	67.8	3246.91
237.284	66.2812	66.575	3246.91
237.284	68.0938	67.95	3246.91
237.285	71.9062	82.275	3246.94
237.285	73.8281	80.85	3246.94
237.285	75.7969	81.275	3246.94
237.285	84.0156	0.0	3246.94
237.286	79.0625	147.85	3246.93
237.286	81.0312	146.9	3246.93
237.286	83.2188	146.275	3246.93
237.286	85.2969	0.0	3246.93
237.287	92.2188	26.975	3246.92
237.287	96.2188	0.0	3246.92
237.287	98.25	0.0	3246.92
275.615	167.9844	62.45	3258.27
275.615	170.0312	0.0	3258.27
275.616	171.9219	62.45	3258.26
275.616	173.9531	62.2	3258.26
275.616	175.8125	62.05	3258.26
275.616	177.9219	61.9	3258.26
275.617	180.0469	61.775	3258.25
275.617	182.0312	61.775	3258.25
275.617	183.9375	61.9	3258.25
275.617	186.0156	62.175	3258.25
275.618	188.0156	62.425	3258.24
275.618	192.1094	63.175	3258.28
275.618	193.9531	63.7	3258.28
275.619	196.1094	64.175	3258.27
275.619	198.1562	64.95	3258.27
275.619	200.125	65.725	3258.27
275.619	202.0156	66.45	3258.27
275.62	204.0312	67.55	3258.25
275.62	205.9688	68.55	3258.25
275.62	213.75	0.0	3258.25
275.62	209.9688	63.975	3258.25
275.621	212.125	59.975	3258.24
275.621	216.4844	54.15	3258.28
275.622	218.6719	51.825	3258.27
275.622	220.8281	49.675	3258.27
275.622	223.0156	47.7	3258.27
275.622	225.2188	46.05	3258.27
275.622	227.25	44.5	3258.27
275.623	229.4219	43.15	3258.26
275.623	231.4688	41.9	3258.26
275.623	233.6562	40.8	3258.26
275.623	235.8281	39.85	3258.26
275.624	237.5781	38.925	3258.25
275.624	241.875	37.45	3258.29
275.625	243.9219	36.825	3258.27
275.625	246.1875	36.2	3258.27
275.625	248.2656	35.7	3258.27
275.625	250.5156	35.25	3258.27
275.626	252.3438	34.85	3258.26
275.626	254.4688	34.475	3258.26
275.626	256.1719	34.175	3258.26
275.626	258.375	33.9	3258.26
275.627	260.25	33.725	3258.25
275.627	262.9219	33.525	3258.25
275.627	266.4688	33.325	3258.29
275.628	268.5938	33.3	3258.28
275.628	270.5938	33.3	3258.28
275.628	272.5781	33.375	3258.28
275.628	274.5781	33.45	3258.28
275.629	276.8594	33.575	3258.27
275.629	278.7969	33.75	3258.27
275.629	280.7969	33.975	3258.27
275.629	282.5	34.175	3258.27
275.63	284.5625	34.5	3258.26
275.63	286.7344	34.8	3258.26
275.63	290.4375	35.625	3258.3
275.631	292.5469	36.1	3258.28
275.631	294.75	36.65	3258.28
275.631	296.5	37.2	3258.28
275.631	298.5938	37.9	3258.28
275.632	300.1719	38.6	3258.27
275.632	302.4531	39.475	3258.27
275.632	304.25	40.3	3258.27
275.632	306.25	41.2	3258.27
275.633	308.125	42.3	3258.26
275.633	314.5625	0.0	3258.26
275.634	313.9219	46.025	3258.29
275.634	315.7031	47.325	3258.29
275.634	317.625	49.275	3258.29
275.634	319.5156	51.15	3258.29
275.634	321.3125	53.4	3258.29
275.635	323.3906	55.75	3258.28
275.635	325.1719	58.5	3258.28
275.635	327.0	61.35	3258.28
275.636	328.8438	64.875	3258.26
275.636	330.8906	68.8	3258.26
275.636	332.7031	73.35	3258.26
275.64	2.0781	118.675	3258.26
275.64	4.0938	118.375	3258.26
