2225.972	66.9219	427.675	3388.43
2225.973	68.9531	426.975	3388.43
2225.973	70.9219	479.475	3388.43
2225.973	72.8906	508.675	3388.43
2225.973	74.8594	0.0	3388.43
2225.974	76.7969	0.0	3388.43
2225.974	78.7969	910.5	3388.43
2225.974	80.8125	0.0	3388.43
2225.974	90.75	0.0	3388.43
2225.975	84.9844	831.925	3388.43
2225.975	87.0312	831.275	3388.43
2225.975	91.0312	833.575	3388.43
2225.976	93.0938	830.175	3388.43
2225.976	95.125	723.15	3388.43
2225.976	97.1406	729.375	3388.43
2225.976	99.1562	737.125	3388.43
2225.977	101.1719	736.6	3388.43
2225.977	103.1875	726.675	3388.43
2225.977	105.2344	655.775	3388.43
2225.977	107.2188	611.5	3388.43
2225.978	109.25	550.125	3388.43
2225.978	111.2812	499.575	3388.43
2225.978	115.3906	423.475	3388.43
2225.979	117.4219	394.85	3388.43
2225.979	119.4531	368.85	3388.43
2225.979	121.5	347.875	3388.43
2225.979	123.5312	329.75	3388.43
2225.98	125.5625	313.475	3388.43
2225.98	127.6094	299.625	3388.43
2225.98	129.6406	287.2	3388.43
2225.98	131.7031	275.575	3388.43
2225.981	133.7344	265.75	3388.43
2225.981	135.7969	256.625	3388.43
2225.982	139.8438	240.475	3388.43
2225.982	141.8594	233.95	3388.43
2225.982	143.9375	227.6	3388.43
2225.982	145.9375	222.125	3388.43
2225.983	147.9688	217.075	3388.43
2225.983	150.0156	212.55	3388.43
2225.983	152.0625	208.325	3388.43
2225.983	154.0312	204.7	3388.43
2225.983	156.0312	201.175	3388.43
2225.984	158.0156	198.15	3388.43
2225.984	160.0781	195.65	3388.43
2235.763	283.8438	782.925	3388.14
2235.763	285.8594	781.525	3388.14
2235.763	287.8594	780.125	3388.14
2235.763	289.875	777.175	3388.14
2235.764	292.1875	309.4	3388.14
2235.764	294.2188	299.725	3388.14
2235.764	296.25	290.925	3388.14
2235.764	298.2812	282.975	3388.14
2235.765	300.2969	275.4	3388.13
2235.765	302.3438	268.575	3388.13
2235.765	304.375	262.575	3388.13
2235.766	308.375	278.8	3388.14
2235.766	310.375	269.45	3388.14
2235.766	312.4219	259.25	3388.14
2235.766	314.4688	249.975	3388.14
2235.767	316.5312	241.4	3388.14
2235.767	318.5312	233.6	3388.14
2235.767	320.5625	226.325	3388.14
2235.767	322.6094	220.075	3388.14
2235.768	324.5781	214.425	3388.14
2235.768	326.5781	209.25	3388.14
2235.768	328.6094	204.425	3388.14
2235.772	356.7656	175.7	3388.13
2235.772	358.7344	175.5	3388.13
2235.772	0.7812	175.55	3388.13
2235.773	2.8125	175.675	3388.13
2235.773	4.7969	176.0	3388.13
2235.773	6.75	176.55	3388.13
2235.773	8.8125	177.625	3388.13
2235.774	10.8281	178.775	3388.13
2235.774	12.8125	180.0	3388.13
2235.774	14.8125	181.475	3388.13
2235.774	23.9375	0.0	3388.13
2235.775	27.9531	0.0	3388.13
2235.775	29.9531	0.0	3388.13
2235.775	31.9844	0.0	3388.13
2235.776	27.2656	0.0	3388.13
2235.776	35.9844	0.0	3388.13
2235.776	38.0	0.0	3388.13
2235.776	32.9844	162.225	3388.13
2235.777	42.0	0.0	3388.13
2235.777	36.7656	197.425	3388.13
2235.777	38.8281	188.925	3388.13
2235.777	40.8281	187.575	3388.13
2235.778	44.7969	191.925	3388.13
2235.778	46.7656	203.85	3388.13
2235.779	48.75	211.9	3388.13
2235.779	50.6875	221.025	3388.13
2235.779	52.6875	231.475	3388.13
2235.779	54.6719	238.75	3388.13
2235.78	56.6094	252.15	3388.13
2235.78	58.6094	266.875	3388.13
2235.78	60.75	0.0	3388.13
2235.78	62.5156	330.125	3388.13
2235.78	64.4844	363.2	3388.13
2235.781	68.4375	426.025	3388.14
2235.781	70.3906	0.0	3388.14
2235.782	72.3906	493.15	3388.13
2235.782	74.3438	588.65	3388.13
2235.782	76.2812	0.0	3388.13
2235.782	78.2656	0.0	3388.13
2235.783	80.2656	892.2	3388.13
2235.783	82.4531	834.025	3388.13
2235.783	84.4531	844.575	3388.13
2235.783	86.4688	842.225	3388.13
2235.784	88.5	831.3	3388.13
2235.784	92.5312	829.475	3388.14
2235.784	94.5625	0.0	3388.14
2235.785	96.5781	738.075	3388.13
2235.785	98.6094	736.275	3388.13
2235.785	100.6406	734.775	3388.13
2235.785	102.6406	735.875	3388.13
2235.786	104.6875	654.05	3388.13
2235.786	106.6562	0.0	3388.13
2235.786	108.6719	564.95	3388.13
2235.786	110.7344	512.75	3388.13
2235.787	112.75	469.0	3388.13
2235.787	116.8281	402.675	3388.14
2235.787	118.8594	376.8	3388.14
2235.788	120.9062	353.7	3388.13
2235.788	122.9531	334.425	3388.13
2235.788	125.0	317.825	3388.13
2235.788	127.0	303.475	3388.13
2235.789	129.0625	290.7	3388.13
2235.789	131.0938	278.85	3388.13
2235.789	133.125	268.225	3388.13
2235.79	135.2031	258.95	3388.13
2235.79	137.2031	250.55	3388.13
2235.79	141.2344	235.825	3388.14
2235.79	143.3125	229.325	3388.14
2235.791	145.3281	223.5	3388.13
2235.791	147.3438	218.625	3388.13
2235.791	149.3906	214.05	3388.13
2235.792	151.3906	209.7	3388.13
2235.792	153.4531	205.55	3388.13
2235.792	155.375	202.35	3388.13
2235.792	157.4375	199.075	3388.13
2235.793	159.4375	196.4	3388.13
2235.793	161.4375	194.025	3388.13
2235.793	165.4844	190.15	3388.14
2235.794	167.5	188.45	3388.14
2235.794	169.5	187.1	3388.14
2235.794	171.4844	186.1	3388.14
2235.794	173.5	185.275	3388.14
2235.795	175.5469	184.8	3388.13
2235.795	177.5781	184.525	3388.13
2235.795	179.6406	184.3	3388.13
2235.795	181.5938	184.575	3388.13
2235.796	183.6094	184.75	3388.13
2235.796	185.6719	185.25	3388.13
2235.796	189.6719	187.05	3388.14
2235.797	191.6562	188.325	3388.14
2235.797	193.6875	189.75	3388.14
2235.797	195.6719	191.5	3388.14
2235.797	197.6875	193.575	3388.14
2235.798	199.6875	195.875	3388.13
2235.798	201.6875	198.525	3388.13
2235.798	203.5781	201.275	3388.13
2235.798	205.5938	204.525	3388.13
2235.799	207.5625	208.4	3388.13
2235.799	209.5312	212.325	3388.13
2235.799	213.5625	221.9	3388.14
2235.8	215.5312	227.675	3388.14
2235.8	217.5	233.975	3388.14
2235.8	219.5156	240.625	3388.14
2235.8	221.4844	245.65	3388.14
2235.801	223.5156	236.525	3388.13
2235.801	225.5312	228.1	3388.13
2235.801	227.5156	238.975	3388.13
2235.802	229.5625	249.85	3388.13
2235.802	231.5156	260.3	3388.13
2235.802	233.4688	276.05	3388.13
2235.803	237.4531	293.0	3388.14
2235.803	239.4219	310.525	3388.14
2235.803	241.4062	323.475	3388.14
2235.803	243.4219	322.075	3388.14
2235.804	245.4531	316.925	3388.13
2235.804	247.4688	313.15	3388.13
2235.804	256.9375	0.0	3388.13
2235.804	251.5625	305.25	3388.13
2235.805	261.0469	0.0	3388.13
2235.805	263.0625	0.0	3388.13
2235.805	265.0469	0.0	3388.13
2235.806	261.625	296.975	3388.14
2235.806	263.6719	298.175	3388.14
