85213.180, 16:42:49,0.06763, -0.01099, 1.14136, 31.47
85223.188, 16:42:59,0.06836, -0.00464, 1.14746, 31.32
85233.188, 16:43:9,0.06543, -0.00903, 1.14600, 31.47
85243.195, 16:43:19,0.05835, -0.00513, 1.14673, 31.37
85253.195, 16:43:29,0.06201, -0.00391, 1.14331, 31.47
85263.195, 16:43:39,0.06348, -0.01196, 1.15039, 31.42
85273.195, 16:43:49,0.06470, -0.00903, 1.14160, 31.37
85283.195, 16:43:59,0.07275, -0.00537, 1.14282, 31.37
85293.203, 16:44:9,0.06030, -0.00464, 1.15698, 31.47
85303.203, 16:44:19,0.06641, -0.00732, 1.14160, 31.51
85313.203, 16:44:29,0.06299, -0.01172, 1.14331, 31.37
85323.203, 16:44:39,0.06201, -0.01172, 1.14648, 31.47
85333.203, 16:44:49,0.06641, -0.00415, 1.14795, 31.37
85343.211, 16:44:59,0.06250, -0.00635, 1.14990, 31.42
85353.219, 16:45:9,0.06567, -0.01245, 1.16089, 31.37
85363.219, 16:45:19,0.06763, -0.00659, 1.15161, 31.37
85373.219, 16:45:29,0.06348, -0.00830, 1.14795, 31.32
85383.219, 16:45:39,0.05884, -0.00269, 1.14111, 31.42
85393.219, 16:45:49,0.07031, 0.00098, 1.14673, 31.37
85403.227, 16:45:59,0.07007, -0.00244, 1.15454, 31.32
85413.227, 16:46:9,0.06177, -0.00708, 1.14087, 31.42
85423.227, 16:46:19,0.06665, -0.00830, 1.14990, 31.47
85433.227, 16:46:29,0.05884, -0.00757, 1.14575, 31.37
85443.227, 16:46:39,0.06470, -0.00806, 1.15039, 31.42
85453.234, 16:46:49,0.05981, -0.00342, 1.14429, 31.47
85463.234, 16:46:59,0.06714, -0.00244, 1.15625, 31.47
85473.234, 16:47:9,0.06787, -0.00146, 1.14160, 31.32
85483.242, 16:47:19,0.06250, -0.00439, 1.14844, 31.37
85493.242, 16:47:29,0.06152, -0.00806, 1.16040, 31.37
85503.242, 16:47:39,0.06421, -0.00464, 1.15454, 31.37
85513.242, 16:47:49,0.06860, -0.00439, 1.14087, 31.47
85523.242, 16:47:59,0.06470, -0.01440, 1.14966, 31.37
85533.250, 16:48:9,0.06567, -0.00757, 1.14648, 31.32
85543.250, 16:48:19,0.06128, -0.00610, 1.15308, 31.28
85553.250, 16:48:29,0.05835, -0.00586, 1.14771, 31.37
85563.250, 16:48:39,0.06665, -0.00757, 1.14404, 31.47
85573.258, 16:48:49,0.06519, -0.00659, 1.13940, 31.42
85583.258, 16:48:59,0.06421, -0.00293, 1.15112, 31.32
85593.258, 16:49:9,0.05811, -0.00708, 1.15088, 31.37
85603.266, 16:49:19,0.06714, -0.00024, 1.15112, 31.42
85613.266, 16:49:29,0.06812, -0.00513, 1.15308, 31.28
85623.266, 16:49:39,0.07080, -0.00757, 1.14966, 31.42
85633.266, 16:49:49,0.06323, -0.00317, 1.14526, 31.37
85643.266, 16:49:59,0.06421, -0.00439, 1.15112, 31.42
85653.273, 16:50:9,0.06641, -0.01025, 1.15137, 31.32
85663.273, 16:50:19,0.05884, -0.01025, 1.14355, 31.47
85673.273, 16:50:29,0.06445, -0.00830, 1.13477, 31.42
85683.273, 16:50:39,0.06396, -0.00391, 1.15088, 31.42
85693.273, 16:50:49,0.06909, -0.00732, 1.15063, 31.42
85703.281, 16:50:59,0.06250, -0.01025, 1.15967, 31.37
85713.281, 16:51:9,0.06201, -0.00635, 1.14917, 31.37
85723.281, 16:51:19,0.06714, -0.00781, 1.13843, 31.47
85733.289, 16:51:29,0.05884, -0.00220, 1.15210, 31.32
85743.289, 16:51:39,0.06348, -0.00610, 1.13745, 31.47
85753.289, 16:51:49,0.06616, -0.00757, 1.15601, 31.42
85763.289, 16:51:59,0.06616, -0.00366, 1.14819, 31.32
85773.297, 16:52:9,0.06665, -0.00464, 1.14355, 31.37
85783.297, 16:52:19,0.06763, -0.00684, 1.13794, 31.37
85793.297, 16:52:29,0.06177, -0.00464, 1.15088, 31.47
85803.297, 16:52:39,0.06494, -0.00610, 1.15015, 31.47
85813.297, 16:52:49,0.05835, -0.00610, 1.15527, 31.47
85823.305, 16:52:59,0.06250, -0.01099, 1.14160, 31.42
85833.305, 16:53:9,0.06519, -0.00586, 1.13940, 31.47
85843.305, 16:53:19,0.06494, -0.00146, 1.15234, 31.42
85853.312, 16:53:29,0.06494, -0.00732, 1.16113, 31.47
85863.312, 16:53:39,0.05908, -0.00391, 1.14648, 31.42
85873.312, 16:53:49,0.06323, -0.00757, 1.16113, 31.37
85883.312, 16:53:59,0.06445, -0.00342, 1.15234, 31.37
85893.312, 16:54:9,0.06372, -0.00708, 1.14648, 31.47
85903.320, 16:54:19,0.06714, -0.00537, 1.14355, 31.47
85913.320, 16:54:29,0.06616, -0.00684, 1.15283, 31.37
85923.320, 16:54:39,0.06299, -0.01074, 1.14502, 31.37
85933.320, 16:54:49,0.07007, -0.00659, 1.15869, 31.37
85943.328, 16:54:59,0.06323, -0.01074, 1.14648, 31.47
85953.328, 16:55:9,0.06567, -0.00952, 1.15137, 31.37
85963.328, 16:55:19,0.05762, -0.00952, 1.15015, 31.37
85973.336, 16:55:29,0.07056, -0.00488, 1.15845, 31.37
85983.336, 16:55:39,0.07080, -0.00757, 1.15137, 31.42
85993.336, 16:55:49,0.06714, -0.00122, 1.15137, 31.42
86003.336, 16:55:59,0.06689, -0.01343, 1.14551, 31.37
86013.336, 16:56:9,0.06299, -0.00806, 1.14722, 31.37
86023.344, 16:56:19,0.06909, -0.00952, 1.14331, 31.42
86033.344, 16:56:29,0.07080, -0.00879, 1.15137, 31.32
86043.344, 16:56:39,0.06543, -0.00513, 1.14771, 31.37
86053.344, 16:56:49,0.06226, -0.00488, 1.15527, 31.51
86063.352, 16:56:59,0.06128, 0.00049, 1.14282, 31.32
86073.352, 16:57:9,0.06689, -0.00220, 1.14722, 31.42
86083.352, 16:57:19,0.06641, -0.00879, 1.15405, 31.47
86093.359, 16:57:29,0.06958, -0.00757, 1.15308, 31.37
86103.359, 16:57:39,0.06812, -0.00464, 1.14697, 31.42
86113.359, 16:57:49,0.06299, -0.00781, 1.14600, 31.37
86123.359, 16:57:59,0.06689, -0.00049, 1.14795, 31.42
86133.359, 16:58:9,0.06006, -0.00195, 1.14941, 31.37
86143.367, 16:58:19,0.06299, 0.00220, 1.14941, 31.42
86153.367, 16:58:29,0.05981, -0.00684, 1.13940, 31.42
86163.367, 16:58:39,0.06372, -0.00317, 1.15283, 31.51
86173.367, 16:58:49,0.06543, -0.00732, 1.13647, 31.28
86183.375, 16:58:59,0.06152, -0.01050, 1.15283, 31.37
86193.375, 16:59:9,0.06421, -0.00439, 1.14160, 31.42
86203.375, 16:59:19,0.06299, -0.00732, 1.14526, 31.28
86213.383, 16:59:29,0.06836, -0.00684, 1.15063, 31.37
86223.383, 16:59:39,0.06104, -0.00659, 1.15015, 31.47
86233.383, 16:59:49,0.06396, -0.00464, 1.14697, 31.37
86243.383, 16:59:59,0.07178, -0.00635, 1.15186, 31.47
86253.383, 17:0:9,0.06812, -0.00537, 1.14136, 31.37
86263.391, 17:0:19,0.06055, -0.00757, 1.13940, 31.42
86273.391, 17:0:29,0.06494, -0.00659, 1.14526, 31.42
86283.391, 17:0:39,0.06836, -0.00439, 1.14673, 31.37
86293.391, 17:0:49,0.06689, -0.00098, 1.15625, 31.37
86303.398, 17:0:59,0.06934, -0.00537, 1.15503, 31.37
86313.398, 17:1:9,0.06543, -0.00659, 1.14966, 31.42
86323.398, 17:1:19,0.05664, 0.00024, 1.15942, 31.42
86333.398, 17:1:29,0.06128, -0.00610, 1.14868, 31.32
86343.406, 17:1:39,0.06519, -0.00952, 1.16187, 31.32
86353.406, 17:1:49,0.06494, -0.01050, 1.15015, 31.32
