7.019, 6:24:38,0.00488, 0.01416, 1.14282, 19.89
17.021, 6:24:48,0.01294, 0.02100, 1.13867, 20.22
27.023, 6:24:58,0.00537, 0.01831, 1.14331, 20.36
37.024, 6:25:8,0.00464, 0.01709, 1.13403, 20.50
47.026, 6:25:18,0.00781, 0.01807, 1.13306, 20.60
57.027, 6:25:28,0.00391, 0.01587, 1.13501, 20.78
67.029, 6:25:38,0.00171, 0.01953, 1.13184, 20.78
77.031, 6:25:48,0.01025, 0.01489, 1.14819, 20.88
87.032, 6:25:58,0.01050, 0.01514, 1.14160, 20.88
97.034, 6:26:8,0.00366, 0.01147, 1.14844, 20.88
107.035, 6:26:18,0.01294, 0.01782, 1.13989, 21.07
117.037, 6:26:28,0.00342, 0.01636, 1.13721, 21.11
127.052, 6:26:38,0.00684, 0.01807, 1.14600, 21.16
137.053, 6:26:48,0.01001, 0.01782, 1.13550, 21.16
147.055, 6:26:58,0.00586, 0.01660, 1.14038, 21.21
157.057, 6:27:8,0.01099, 0.01953, 1.14038, 21.25
167.058, 6:27:18,0.01416, 0.01465, 1.13550, 21.35
177.060, 6:27:28,0.00635, 0.02319, 1.13428, 21.40
187.061, 6:27:38,0.00952, 0.01538, 1.14038, 21.40
197.063, 6:27:48,0.00635, 0.01709, 1.15015, 21.35
207.065, 6:27:58,0.00488, 0.01709, 1.13354, 21.44
217.066, 6:28:8,0.00586, 0.02319, 1.14819, 21.44
227.068, 6:28:18,0.00928, 0.01465, 1.14478, 21.49
237.069, 6:28:28,0.00439, 0.01978, 1.14331, 21.63
247.077, 6:28:38,-0.00024, 0.01123, 1.14648, 21.58
257.078, 6:28:48,0.00391, 0.01685, 1.15015, 21.68
267.080, 6:28:58,0.00317, 0.01782, 1.13403, 21.72
277.082, 6:29:8,0.01343, 0.01782, 1.14697, 21.68
287.083, 6:29:18,0.00317, 0.01880, 1.13843, 21.82
297.085, 6:29:28,0.00317, 0.01733, 1.14526, 21.68
307.086, 6:29:38,0.00537, 0.01880, 1.14575, 21.82
317.088, 6:29:48,0.00830, 0.01978, 1.14624, 21.91
327.090, 6:29:58,0.00757, 0.01489, 1.14404, 21.91
337.091, 6:30:8,0.00439, 0.01685, 1.14795, 22.01
347.093, 6:30:18,0.00439, 0.01685, 1.14062, 22.01
357.094, 6:30:28,0.00610, 0.01440, 1.14746, 22.05
367.102, 6:30:38,0.00757, 0.02246, 1.14746, 22.10
377.103, 6:30:48,0.00830, 0.01440, 1.15112, 22.10
387.105, 6:30:58,0.00586, 0.02515, 1.15015, 22.15
397.107, 6:31:8,0.00293, 0.01953, 1.13843, 22.20
407.108, 6:31:18,0.00415, 0.01807, 1.13989, 22.20
417.110, 6:31:28,0.00732, 0.01953, 1.15088, 22.24
427.111, 6:31:38,0.00269, 0.01685, 1.14282, 22.29
437.113, 6:31:48,-0.00171, 0.01855, 1.13379, 22.34
447.114, 6:31:58,0.00879, 0.01953, 1.14722, 22.38
457.116, 6:32:8,0.00928, 0.01709, 1.14160, 22.38
467.118, 6:32:18,0.00342, 0.01636, 1.13989, 22.43
477.119, 6:32:28,0.01074, 0.01367, 1.14478, 22.48
487.127, 6:32:38,0.00391, 0.01562, 1.14868, 22.38
497.128, 6:32:48,0.00659, 0.01758, 1.13574, 22.43
507.130, 6:32:58,0.00806, 0.01416, 1.13232, 22.67
517.131, 6:33:8,0.00415, 0.02124, 1.13989, 22.67
527.133, 6:33:18,0.01392, 0.01538, 1.14136, 22.62
537.135, 6:33:28,0.00952, 0.02393, 1.13843, 22.67
547.136, 6:33:38,0.00684, 0.01196, 1.13574, 22.71
557.138, 6:33:48,0.00171, 0.01440, 1.14062, 22.67
567.139, 6:33:58,0.00366, 0.02075, 1.15283, 22.76
577.141, 6:34:8,0.00708, 0.01660, 1.14404, 22.85
587.143, 6:34:18,0.00000, 0.01978, 1.15356, 22.85
597.144, 6:34:28,0.00659, 0.01782, 1.14697, 22.81
607.152, 6:34:38,0.00659, 0.01440, 1.14429, 22.95
617.153, 6:34:48,0.01099, 0.01709, 1.14990, 22.95
627.155, 6:34:58,0.00684, 0.01709, 1.15747, 23.04
637.156, 6:35:8,0.00928, 0.01782, 1.13989, 23.04
647.158, 6:35:18,0.00146, 0.02246, 1.13135, 23.04
657.160, 6:35:28,0.00293, 0.02148, 1.14307, 23.04
667.161, 6:35:38,0.00610, 0.01880, 1.13501, 23.09
677.163, 6:35:48,0.00854, 0.01538, 1.14502, 23.18
687.164, 6:35:58,0.01196, 0.01758, 1.14648, 23.23
697.166, 6:36:8,0.00610, 0.01416, 1.14014, 23.14
707.167, 6:36:18,0.00879, 0.01904, 1.13794, 23.23
717.169, 6:36:28,0.00000, 0.01733, 1.13892, 23.14
727.176, 6:36:38,0.00537, 0.01904, 1.14673, 23.18
737.178, 6:36:48,0.00708, 0.01074, 1.15356, 23.28
747.180, 6:36:58,0.00220, 0.01758, 1.14038, 23.37
757.181, 6:37:8,-0.00220, 0.02197, 1.14111, 23.32
767.183, 6:37:18,0.00195, 0.01733, 1.14478, 23.32
777.184, 6:37:28,0.00488, 0.02246, 1.14062, 23.42
787.186, 6:37:38,0.00244, 0.01367, 1.14868, 23.51
797.187, 6:37:48,0.00806, 0.01807, 1.13794, 23.47
807.189, 6:37:58,-0.00220, 0.01733, 1.15259, 23.56
817.191, 6:38:8,0.00244, 0.01562, 1.13525, 23.56
827.192, 6:38:18,0.00146, 0.01660, 1.14941, 23.51
837.194, 6:38:28,0.00220, 0.01367, 1.14160, 23.61
847.202, 6:38:38,0.00098, 0.01904, 1.14526, 23.61
857.203, 6:38:48,0.00977, 0.02295, 1.15088, 23.70
867.205, 6:38:58,0.00659, 0.01904, 1.14404, 23.65
877.206, 6:39:8,0.01172, 0.01270, 1.14795, 23.75
887.208, 6:39:18,0.00708, 0.01392, 1.14331, 23.70
897.210, 6:39:28,0.00854, 0.01709, 1.14453, 23.75
907.211, 6:39:38,0.00610, 0.01074, 1.14600, 23.84
