6.912, 9:19:28,0.08374, -0.00513, 1.13940, 32.08
16.915, 9:19:38,0.08081, -0.00928, 1.15454, 32.31
26.916, 9:19:48,0.08423, -0.00391, 1.14258, 32.41
36.918, 9:19:58,0.18457, -0.02075, 1.15454, 32.50
46.919, 9:20:8,0.07788, -0.00879, 1.15015, 32.64
56.921, 9:20:18,0.07935, -0.00586, 1.15820, 32.60
66.922, 9:20:28,0.07935, -0.00952, 1.14038, 32.60
76.924, 9:20:38,0.07837, -0.00488, 1.14307, 32.69
86.926, 9:20:48,0.07617, -0.00366, 1.15649, 32.60
96.927, 9:20:58,0.08203, -0.00220, 1.15332, 32.74
106.929, 9:21:8,0.08008, -0.00391, 1.15552, 32.74
116.930, 9:21:18,0.07568, -0.00439, 1.15161, 32.64
126.945, 9:21:28,0.07520, -0.00610, 1.16040, 32.60
136.946, 9:21:38,0.08057, -0.00024, 1.14917, 32.78
146.948, 9:21:48,0.07153, -0.00439, 1.14697, 32.78
156.949, 9:21:58,0.08545, 0.00000, 1.15869, 32.64
166.951, 9:22:8,0.07544, -0.00537, 1.15088, 32.60
176.952, 9:22:18,0.07324, -0.00488, 1.15039, 32.60
186.954, 9:22:28,0.07690, -0.00439, 1.15283, 32.64
196.956, 9:22:38,0.07983, -0.00244, 1.15479, 32.69
206.957, 9:22:48,0.07812, -0.00049, 1.14575, 32.60
216.959, 9:22:58,0.07959, -0.00195, 1.15137, 32.69
226.960, 9:23:8,0.08203, -0.00977, 1.15210, 32.64
236.962, 9:23:18,0.08008, 0.00146, 1.15259, 32.69
246.970, 9:23:28,-0.76440, 0.56665, 0.65723, 32.74
256.972, 9:23:38,-0.00879, -0.27515, 1.08716, 32.55
266.973, 9:23:48,0.09082, 0.02686, 1.12256, 32.64
276.975, 9:23:58,0.08374, -0.02075, 1.14404, 32.60
286.976, 9:24:8,0.08447, -0.02100, 1.15161, 32.55
296.978, 9:24:18,0.08252, -0.02832, 1.15649, 32.60
306.980, 9:24:29,0.08423, -0.02246, 1.14233, 32.55
316.981, 9:24:39,0.08618, -0.01953, 1.15479, 32.60
326.983, 9:24:49,0.08350, -0.02271, 1.15259, 32.60
336.984, 9:24:59,0.08911, -0.01807, 1.14502, 32.50
346.986, 9:25:9,0.08350, -0.02393, 1.15137, 32.64
356.987, 9:25:19,0.08789, -0.01831, 1.15112, 32.50
366.996, 9:25:29,0.08618, -0.02124, 1.14087, 32.45
376.997, 9:25:39,0.08472, -0.02295, 1.15356, 32.41
386.999, 9:25:49,0.08374, -0.02856, 1.14600, 32.45
397.000, 9:25:59,0.09131, -0.02271, 1.14868, 32.50
407.002, 9:26:9,0.08643, -0.02173, 1.15625, 32.45
417.004, 9:26:19,0.08350, -0.02490, 1.14258, 32.55
427.005, 9:26:29,0.08691, -0.02319, 1.14893, 32.50
437.007, 9:26:39,0.08447, -0.02100, 1.14697, 32.41
447.008, 9:26:49,0.08423, -0.02026, 1.14722, 32.45
457.010, 9:26:59,0.08179, -0.02124, 1.15283, 32.45
467.012, 9:27:9,0.08496, -0.02563, 1.15063, 32.41
