6.854, 7:18:31,0.00464, 0.01929, 1.13843, 27.04
16.857, 7:18:41,0.00806, 0.01733, 1.13501, 27.09
26.858, 7:18:51,0.00806, 0.01709, 1.13843, 27.23
36.860, 7:19:1,0.00146, 0.01367, 1.15063, 27.18
46.861, 7:19:11,0.00098, 0.01465, 1.14478, 27.23
56.863, 7:19:21,-0.00073, 0.01978, 1.14697, 27.32
66.864, 7:19:31,0.00317, 0.01318, 1.13892, 27.28
76.866, 7:19:41,0.00366, 0.02002, 1.15063, 27.32
86.868, 7:19:51,0.00342, 0.02148, 1.14258, 27.28
96.869, 7:20:1,0.00195, 0.01489, 1.14551, 27.42
106.871, 7:20:11,0.01294, 0.01514, 1.14209, 27.32
