1074.859, 0:11:50,0.07983, -0.12012, 1.14502, 27.09
1084.865, 0:12:0,0.07837, -0.11108, 1.14404, 27.04
1094.867, 0:12:10,0.07300, -0.11304, 1.13770, 27.14
1104.869, 0:12:20,0.07910, -0.12061, 1.13721, 27.04
1114.870, 0:12:30,0.08154, -0.11646, 1.13794, 27.00
1124.872, 0:12:40,0.07495, -0.11719, 1.14282, 27.09
1134.873, 0:12:50,0.07544, -0.12085, 1.14307, 27.04
1144.882, 0:13:0,0.07764, -0.11694, 1.13916, 27.00
1154.884, 0:13:10,0.07959, -0.12036, 1.14062, 27.00
1164.886, 0:13:20,0.07495, -0.12036, 1.14209, 27.00
1174.887, 0:13:30,0.08057, -0.12329, 1.13867, 27.04
1184.889, 0:13:40,0.07861, -0.12158, 1.14673, 27.04
1194.890, 0:13:50,0.07080, -0.12183, 1.13794, 27.00
1204.896, 0:14:0,0.07739, -0.11987, 1.14575, 26.90
1214.897, 0:14:10,0.07373, -0.11499, 1.13672, 27.00
1224.899, 0:14:20,0.07568, -0.12085, 1.14355, 27.00
1234.901, 0:14:30,0.08594, -0.12109, 1.12744, 26.95
1244.902, 0:14:40,0.07935, -0.11792, 1.13794, 26.95
1254.904, 0:14:50,0.08081, -0.11768, 1.13452, 27.04
1264.910, 0:15:0,0.07812, -0.11621, 1.13696, 26.90
1274.912, 0:15:10,0.07471, -0.11963, 1.13721, 26.95
1284.913, 0:15:20,0.07910, -0.11328, 1.14209, 26.90
1294.915, 0:15:30,0.08252, -0.11865, 1.12964, 26.90
1304.916, 0:15:40,0.08154, -0.11694, 1.14697, 26.95
1314.918, 0:15:50,0.07837, -0.12622, 1.13599, 27.14
1324.923, 0:16:0,0.08032, -0.12378, 1.15112, 27.09
1334.925, 0:16:10,0.07690, -0.11841, 1.14258, 26.90
1344.926, 0:16:20,0.07959, -0.11792, 1.14697, 27.00
1354.928, 0:16:30,0.07495, -0.12183, 1.14600, 27.04
1364.930, 0:16:40,0.07373, -0.11938, 1.13403, 27.00
1374.931, 0:16:50,0.08276, -0.11646, 1.13989, 27.04
1384.936, 0:17:0,0.07471, -0.11938, 1.13477, 27.04
1394.938, 0:17:10,0.07764, -0.12061, 1.13818, 26.95
1404.940, 0:17:20,0.07715, -0.11572, 1.14502, 27.00
1414.941, 0:17:30,0.07642, -0.11450, 1.13330, 27.09
1424.943, 0:17:40,0.07495, -0.12085, 1.14307, 27.09
