1795.030, 0:23:51,0.07495, -0.11963, 1.14526, 27.23
1805.037, 0:24:1,0.07544, -0.11914, 1.13086, 27.04
1815.039, 0:24:11,0.07568, -0.11938, 1.13843, 27.14
1825.041, 0:24:21,0.07520, -0.11914, 1.13354, 27.18
1835.042, 0:24:31,0.07935, -0.11597, 1.14160, 27.28
1845.044, 0:24:41,0.08643, -0.12061, 1.14893, 27.23
1855.045, 0:24:51,0.07861, -0.12231, 1.13745, 27.18
1865.054, 0:25:1,0.07642, -0.12183, 1.13794, 27.32
1875.056, 0:25:11,0.08081, -0.12012, 1.14209, 27.18
1885.057, 0:25:21,0.07446, -0.11816, 1.14380, 27.28
1895.059, 0:25:31,0.07959, -0.11890, 1.13892, 27.18
1905.061, 0:25:41,0.07031, -0.11938, 1.14941, 27.28
1915.062, 0:25:51,0.08203, -0.11792, 1.14404, 27.37
1925.068, 0:26:1,0.07959, -0.12305, 1.15137, 27.28
1935.069, 0:26:11,0.07422, -0.11572, 1.13428, 27.23
1945.071, 0:26:21,0.08081, -0.11890, 1.13452, 27.18
1955.073, 0:26:31,0.07642, -0.11646, 1.13379, 27.18
1965.074, 0:26:41,0.07373, -0.11597, 1.13330, 27.28
1975.076, 0:26:51,0.07202, -0.11670, 1.14990, 27.28
1985.082, 0:27:1,0.07715, -0.12183, 1.13940, 27.28
1995.084, 0:27:11,0.07837, -0.11914, 1.13184, 27.28
2005.085, 0:27:21,0.07544, -0.12085, 1.14526, 27.23
2015.087, 0:27:31,0.07959, -0.11743, 1.14062, 27.28
2025.088, 0:27:41,0.08032, -0.11377, 1.14429, 27.28
