3.784, 23:57:22,0.07129, -0.12158, 1.13403, 26.52
13.786, 23:57:32,0.07446, -0.11792, 1.14209, 26.52
23.787, 23:57:42,0.07520, -0.12012, 1.13647, 26.57
33.789, 23:57:52,0.07593, -0.11694, 1.14258, 26.57
43.791, 23:58:2,0.07910, -0.11865, 1.13135, 26.57
53.792, 23:58:12,0.07690, -0.12183, 1.14404, 26.62
63.808, 23:58:22,0.07422, -0.11792, 1.14551, 26.67
73.931, 23:58:33,0.07666, -0.12158, 1.14526, 26.62
83.932, 23:58:43,0.08325, -0.11865, 1.12915, 26.62
93.934, 23:58:53,0.07715, -0.11768, 1.13599, 26.76
103.935, 23:59:3,0.07983, -0.12012, 1.13940, 26.62
