80,-3552,-6244
10730,-3819,-5894
10396,-3859,-5635
10714,-3723,-5718
10519,-3685,-6105
10646,-3496,-5914
10455,-3708,-5929
10432,-3557,-6011
10537,-3832,-5975
10671,-3505,-5891
10549,-3822,-5819
10505,-3698,-5671
10444,-3760,-5857
10623,-3788,-5745
10472,-3615,-5417
10473,-3591,-6039
10452,-3531,-5574
10499,-3708,-5565
10523,-3646,-6005
10586,-3621,-6021
10405,-3685,-5531
10405,-3703,-5693
10558,-3737,-5794
10522,-3688,-5830
10641,-3667,-5844
10575,-3636,-5793
10304,-3741,-5832
10589,-3869,-6051
10654,-3659,-5778
10645,-3734,-5987
10464,-3731,-5792
10670,-3899,-5381
10323,-3833,-5917
10511,-3692,-6294
10527,-3526,-6145
10531,-3854,-6093
10620,-3679,-6294
10600,-3705,-5704
10433,-3623,-6141
10549,-3866,-5419
10565,-3565,-6059
10632,-3845,-5918
10538,-3681,-5782
10359,-3563,-5643
10321,-3664,-6127
10446,-3483,-5858
10384,-3762,-5694
10510,-3638,-5970
10332,-3589,-5647
10579,-3508,-5901
10512,-3491,-5723
10421,-3881,-5899
10305,-3658,-5759
10655,-3610,-6080
10657,-3845,-5823
10537,-3459,-5917
10512,-3643,-5600
10540,-3805,-5684
10414,-3697,-6185
10259,-3811,-5677
10630,-3563,-5850
10494,-3706,-5714
10513,-3689,-5551
10297,-3841,-5660
10058,-3542,-6454
10592,-3622,-5972
10452,-3397,-6156
10503,-3688,-5856
10741,-4074,-5323
10485,-3248,-6347
10697,-3306,-4295
10244,-4340,-6956
9944,-4553,-3533
11116,-4041,-6356
10625,-3741,-5924
10141,-4206,-5603
9526,-3680,-5994
9211,-3220,-6469
10043,-3615,-6112
9684,-3488,-5836
9552,-3911,-5970
9280,-3848,-5824
9604,-3798,-6419
9687,-3861,-5689
9595,-3685,-6117
9598,-3643,-6328
9456,-4063,-6000
9793,-3840,-5538
9707,-3562,-5941
9132,-4039,-7060
9553,-3755,-5670
9848,-3644,-5864
9762,-3680,-6019
9407,-3793,-6353
9281,-3761,-5711
9491,-3885,-5952
9768,-3804,-5688
9711,-3606,-5875
9292,-3903,-6276
9345,-3732,-5535
9306,-3993,-6017
9926,-5602,-6602
9459,-3320,-5437
9464,-4099,-6040
9293,-3899,-6003
9115,-3893,-5685
9666,-3551,-5678
9222,-3919,-5912
9287,-3850,-5641
9459,-3899,-5837
9288,-3978,-6040
9141,-4009,-6267
9358,-3813,-6134
9242,-3976,-5382
9153,-3981,-5839
9405,-3851,-5828
9375,-3825,-5857
9386,-3743,-6023
9375,-4010,-6337
9389,-3794,-5811
9280,-3794,-6099
9362,-4011,-5790
9366,-3764,-5433
9269,-3740,-6283
9363,-4052,-5693
9246,-3949,-6267
9256,-3930,-5832
9347,-4284,-5707
9504,-3927,-6096
9038,-3878,-5842
9235,-4183,-5917
9233,-3765,-5983
9184,-3925,-5476
9137,-3897,-5903
9701,-2058,-19995
9369,-3493,-4567
9464,-4039,-5368
9259,-3722,-5442
9322,-4338,-5542
9299,-3852,-6094
9427,-3683,-5405
9462,-4261,-5738
9521,-3837,-5402
9466,-3997,-6102
9128,-3901,-6193
9336,-3940,-5832
9712,-4157,-5776
9352,-3942,-5430
9621,-4000,-5675
9480,-4285,-5756
9142,-3788,-6314
10196,-4209,-5884
9151,-4277,-5921
9940,-3804,-5884
9348,-4250,-5862
10167,-3581,-5497
10384,-4092,-5744
8480,-3729,-5760
9455,-3645,-5743
9817,-3903,-4919
9884,-3459,-4967
9816,-4027,-6488
9505,-3068,-4559
24002,5582,10603
14085,-5115,2133
25344,-10070,-3680
3628,-16838,-2116
