4362,5700,23212
4382,5746,23222
4371,5673,23199
4355,5740,23212
4400,5665,23205
4408,5688,23200
4390,5678,23195
4409,5701,23211
4381,5664,23185
4398,5653,23177
4387,5649,23191
4360,5644,23182
4382,5643,23195
4355,5746,23220
4391,5682,23185
4356,5658,23210
4406,5654,23187
4361,5713,23231
4392,5669,23183
4374,5726,23205
4383,5715,23210
4405,5712,23210
4417,5693,23188
4376,5687,23212
4349,5675,23186
4373,5693,23217
4383,5672,23237
4362,5714,23195
4386,5731,23221
4363,5682,23184
4374,5666,23195
4394,5652,23196
4443,5658,23183
4375,5673,23198
4394,5700,23200
4400,5705,23207
4416,5688,23197
4325,5669,23181
4409,5662,23180
4354,5672,23188
4422,5685,23199
4448,5719,23231
4405,5651,23200
4349,5705,23210
4374,5648,23176
4426,5636,23184
4414,5618,23181
4408,5675,23192
4405,5706,23210
4394,5696,23210
4397,5679,23190
4411,5720,23206
4385,5730,23229
4400,5674,23202
4365,5656,23187
4397,5668,23198
4434,5695,23191
4357,5662,23189
4371,5690,23188
4402,5703,23207
4365,5688,23203
4386,5678,23195
4324,5682,23188
4358,5661,23181
4400,5739,23210
4388,5668,23197
4359,5680,23213
4416,5664,23188
4356,5659,23208
4380,5695,23181
4411,5678,23203
4354,5676,23192
4365,5652,23180
4346,5672,23180
4360,5681,23210
4413,5691,23212
4375,5714,23218
4408,5646,23177
4415,5728,23211
4373,5713,23217
4404,5671,23202
4352,5656,23173
4375,5703,23208
4401,5701,23227
4385,5716,23210
4407,5690,23207
4402,5639,23179
4346,5680,23212
4426,5680,23198
4394,5717,23210
4381,5697,23219
4379,5705,23216
4322,5734,23204
4435,5669,23187
4380,5703,23197
4372,5678,23183
4400,5690,23196
4404,5723,23213
4341,5660,23176
4389,5718,23206
4368,5696,23190
4395,5670,23200
4394,5688,23208
4396,5677,23208
4367,5650,23197
4346,5683,23190
4406,5653,23180
4410,5677,23180
4385,5672,23197
4381,5706,23213
4374,5689,23191