10236,-11271,2272
9459,-12142,4390
8800,-12724,5208
8325,-12009,5448
7422,-11043,4295
6587,-11059,5610
5619,-12139,9506
3821,-10602,10790
2147,-7549,11326
567,-7163,12348
-761,-6212,12730
-2182,-5839,14452
-3357,-7407,17329
-3990,-6469,19090
-3195,-6382,19631
-2770,-6093,18513
-2095,-5545,15930
-1436,-6779,21945
-950,-4487,18201
-673,-2370,19755
-2584,-628,16377
-3125,1248,15564
-2571,1534,16703
-1518,-1131,17844
-448,-1393,17902
-1078,-2454,17934
-1243,-1102,16393
-1336,59,16444
-1346,73,15368
-883,183,15458
-848,83,15301
-534,-557,15725
-1154,211,15367
-1099,35,15953
207,350,12246
-5893,-1248,10568
2319,5929,18341
-1971,96,16199
-556,-66,16999
-1757,1599,15993
-1751,-1444,14966
83,63,15813
-110,1408,15915
-2054,1515,15969
-863,347,15703
-1461,1159,16231
-214,1803,16888
-214,-1707,15914
-316,-1914,15457
-661,1016,15970
-225,990,17283
-1585,1561,16140
-737,3053,15622
-2090,2134,16085
-1749,-1434,14885
-1880,-1618,15391
-2168,-1656,14898
-1660,955,16521
-2041,2497,16530
-1142,451,15433
-758,-18,14634
-2606,1581,16101
-4186,2899,16095
-1567,394,15217
-2308,381,16080
-2131,-165,15821
-2129,-28,15948
-2239,87,15780
-2272,248,15759
-1130,-2779,16493
417,-188,13043
-2533,203,15874
-5428,3694,17644
-2834,3091,16436
-1169,-2378,15965
-2401,867,15724
-2501,429,15325
-2353,297,15710
-2185,-91,15812
-1897,-473,16089
-2000,-342,15899
-2156,-32,15836
-2294,99,15697
-2293,109,15738
-2144,-111,15771
-2069,-173,15897
-2026,-139,15878
-2256,-16,15824
-2310,23,15811
-2145,-20,15783
-2118,-97,15794
-2164,-104,15881
-2132,-15,15817
-2206,-32,15852
-2181,20,15815
-2416,-1,15819
-2213,-8,15874
-2148,-34,15787
-2086,-28,15859
-2244,15,15807
-2213,-24,15752
-2260,-39,15829
-2207,-31,15798
-2168,-22,15822
-2209,-9,15834
-2172,-22,15810
-2224,-12,15847
-2163,-19,15794
-2167,-75,15676
-2250,-5,15883
-2195,5,15842
-2191,-33,15753
-2136,6,15794
-2235,-9,15776
-2287,-15,15820
-2194,27,15835
-2198,-7,15773
-2182,5,15852
-2218,23,15834
-2227,-33,15788
-2218,-17,15844
-2239,31,15861
-2229,16,15816
-2269,55,15734
-2251,-21,15837
-2202,2,15871
-2222,-17,15896
-2176,-38,15781
-2262,32,15874
-2227,-10,15852
-2218,32,15752
-2231,-16,15839
-2226,34,15783
-2263,48,15753
-2242,15,15864
-2222,27,15799
-2210,-44,15784
-2259,79,15817
-2221,36,15721
-2223,13,15729
-2259,20,15838
-2246,40,15822
-2244,18,15750
-2259,13,15857
-2236,20,15834
-2236,27,15809
-2242,15,15847
-2262,31,15821
-2217,51,15792
-2247,44,15854
-2242,37,15813
-2233,37,15827
-2234,47,15775
-2221,41,15737
-2254,27,15868
-2238,50,15800
-2229,16,15804
-2252,42,15841
-2234,48,15793
-2246,26,15813
-2248,37,15837
-2238,32,15766
-2240,29,15839
-2236,57,15833
-2231,30,15799
-2267,33,15826
-2234,36,15776
-2232,8,15829
-2218,27,15791
-2266,27,15772
-2268,153,15874
-2247,41,15774
-2266,23,15806
-2266,48,15833
-2241,48,15814
-2271,46,15827
-2271,73,15783
